id;spkid;full_name;pdes;name;prefix;neo;pha;H;diameter;albedo;diameter_sigma;orbit_id;epoch;epoch_mjd;epoch_cal;equinox;e;a;q;i;om;w;ma;ad;n;tp;tp_cal;per;per_y;moid;moid_ld;sigma_e;sigma_a;sigma_q;sigma_i;sigma_om;sigma_w;sigma_ma;sigma_ad;sigma_n;sigma_tp;sigma_per;class;rms
a0000481;2000481;   481 Emita (1902 HP);481;Emita;;N;N;8.9;101.829;0.032;39.297;JPL 79;2459000.5;59000;20200531;J2000;0.157502542;2.740186469;2.308600134;9.843966295;66.73698356;349.5535224;85.47700939;3.171772804;0.217287077;2458607.117;20190503.62;1656.794343;4.536055697;1.32152;514.2959384;3.5853E-08;8.5711E-09;9.874E-08;4.0477E-06;0.000023749;0.000027117;0.00001276;9.921E-09;1.0195E-09;0.000058568;7.7735E-06;MBA;0.41444
a0000482;2000482;   482 Petrina (1902 HT);482;Petrina;;N;N;8.9;45.751;0.246;0.304;JPL 56;2459000.5;59000;20200531;J2000;0.097167211;3.000252558;2.708726385;14.46931878;179.3836145;87.48548935;192.0395594;3.291778731;0.189656334;2459886.104;20221102.6;1898.170191;5.196906751;1.74349;678.5140033;3.6767E-08;1.1562E-08;1.0802E-07;3.7331E-06;0.000016241;0.000025211;0.00002009;1.2685E-08;1.0963E-09;0.00010693;0.000010972;MBA;0.41594
a0000483;2000483;   483 Seppina (1902 HU);483;Seppina;;N;N;8.3;66.858;0.184;0.9;JPL 38;2459000.5;59000;20200531;J2000;0.051197247;3.423820133;3.248529967;18.75277409;173.9311582;162.1215374;65.67002535;3.5991103;0.155574231;2458578.386;20190404.89;2314.007909;6.335408375;2.24491;873.6516247;4.0024E-08;1.6431E-08;1.3957E-07;4.5341E-06;0.000012655;0.000043716;0.000041062;1.7272E-08;1.1199E-09;0.00026434;0.000016657;OMB;0.43239
a0000484;2000484;   484 Pittsburghia (1902 HX);484;Pittsburghia;;N;N;9.8;30.06;0.222;0.233;JPL 36;2459000.5;59000;20200531;J2000;0.058388537;2.667814304;2.512044529;12.51408421;127.2562961;191.0022061;301.9654791;2.823584079;0.226188582;2459257.076;20210211.58;1591.592273;4.357542158;1.49902;583.3736134;4.0564E-08;9.4205E-09;1.0834E-07;4.3708E-06;0.000019489;0.000040696;0.000036583;9.9705E-09;1.1981E-09;0.00016202;8.4302E-06;MBA;0.43184
a0000485;2000485;   485 Genua (1902 HZ);485;Genua;;N;N;8.3;63.88;0.2072;2.9;JPL 83;2459000.5;59000;20200531;J2000;0.19230847;2.748129898;2.219641243;13.86684036;193.4290971;272.2994742;61.00599177;3.276618553;0.21634566;2458718.516;20190823.02;1664.003795;4.5557941;1.28674;500.7606058;3.0771E-08;7.7773E-09;8.4086E-08;4.2032E-06;0.00001374;0.000017511;0.000011401;9.2729E-09;9.1839E-10;0.000052564;7.0637E-06;MBA;0.48275
a0000486;2000486;   486 Cremona (1902 JB);486;Cremona;;N;N;11.1;22.781;0.15;0.396;JPL 31;2459000.5;59000;20200531;J2000;0.161808046;2.352761905;1.972066098;11.09247813;94.22199798;124.5746661;274.0968182;2.733457711;0.273109687;2459315.037;20210410.54;1318.151707;3.608902688;0.98561;383.5698437;3.7784E-08;6.4764E-09;9.016E-08;3.9528E-06;0.000020979;0.000025196;0.00001609;7.5243E-09;1.1277E-09;0.000059549;5.4427E-06;MBA;0.37001
a0000487;2000487;   487 Venetia (1902 JL);487;Venetia;;N;N;8.3;59.046;0.328;0.458;JPL 87;2459000.5;59000;20200531;J2000;0.086433952;2.671425784;2.440523895;10.25323546;114.7742826;280.584856;279.3385087;2.902327673;0.225730064;2459357.836;20210523.34;1594.825228;4.366393505;1.47319;573.3213523;3.6161E-08;8.4349E-09;9.4209E-08;3.9784E-06;0.00001964;0.000030203;0.000024664;9.164E-09;1.0691E-09;0.00010969;7.5534E-06;MBA;0.44203
a0000488;2000488;   488 Kreusa (1902 JG);488;Kreusa;;N;N;8;168.117;0.047;2.062;JPL 104;2459000.5;59000;20200531;J2000;0.158521039;3.169597607;2.667149702;11.51875981;84.22160271;71.84196734;81.85116387;3.672045511;0.174661779;2458531.873;20190217.37;2061.126382;5.643056488;1.70553;663.7411101;3.8859E-08;1.3131E-08;1.2093E-07;4.8898E-06;0.000022272;0.000027309;0.000014994;1.5212E-08;1.0854E-09;0.000085852;0.000012808;MBA;0.43446
a0000489;2000489;   489 Comacina (1902 JM);489;Comacina;;N;N;8.4;139.39;0.0427;3;JPL 108;2459000.5;59000;20200531;J2000;0.047845459;3.14971141;2.999012021;12.99349662;166.7028314;9.937705142;171.141365;3.300410799;0.176318519;2458029.863;20171003.36;2041.759441;5.590032693;2.00483;780.2196911;3.4346E-08;1.3528E-08;1.0511E-07;3.6054E-06;0.000017673;0.000046128;0.000042502;1.4175E-08;1.1359E-09;0.00024091;0.000013154;MBA;0.44263
a0000490;2000490;   490 Veritas (1902 JP);490;Veritas;;N;N;8.6;118.803;0.059;1.83;JPL 36;2459000.5;59000;20200531;J2000;0.092346166;3.177707353;2.884258263;9.272273544;178.1876918;193.1558973;276.7334051;3.471156443;0.173993581;2459479.061;20210921.56;2069.04185;5.664727859;1.88447;733.3791899;4.1431E-08;1.5366E-08;1.3144E-07;4.6554E-06;0.000025675;0.000035037;0.000026206;1.6785E-08;1.2621E-09;0.00015247;0.000015008;MBA;0.46879
a0000491;2000491;   491 Carina (1902 JQ);491;Carina;;N;N;9.1;91.176;0.037;0.469;JPL 57;2459000.5;59000;20200531;J2000;0.087160157;3.189203941;2.911232426;18.86449779;175.4086162;232.7660548;178.3536503;3.467175455;0.173053599;2457969.873;20170804.37;2080.280341;5.695497169;1.95321;760.1307357;3.1047E-08;1.2677E-08;9.5074E-08;3.2309E-06;0.000011436;0.000024426;0.00002252;1.3782E-08;1.0318E-09;0.00012883;0.000012404;MBA;0.47167
a0000492;2000492;   492 Gismonda (1902 JR);492;Gismonda;;N;N;10;53.418;0.069;0.151;JPL 39;2459000.5;59000;20200531;J2000;0.178496437;3.114051118;2.558204088;1.618264138;46.19707011;296.6504833;158.6587789;3.669898149;0.179355817;2458115.897;20171228.4;2007.183291;5.495368353;1.55085;603.5442945;3.3364E-08;1.1934E-08;1.0418E-07;3.3878E-06;0.00013234;0.00013264;0.000010579;1.4064E-08;1.031E-09;0.000057007;0.000011538;MBA;0.43682
a0000493;2000493;   493 Griseldis (1902 JS);493;Griseldis;;N;N;10.8;41.55;0.081;0.193;JPL 71;2459000.5;59000;20200531;J2000;0.175868102;3.117578299;2.569295722;15.17499462;357.3388126;46.91758408;84.20940307;3.665860877;0.179051523;2458530.192;20190215.69;2010.59446;5.504707625;1.60172;623.3413724;3.3074E-08;1.1842E-08;1.0314E-07;4.1608E-06;0.000013256;0.000017934;0.000011121;1.3925E-08;1.0202E-09;0.000061599;0.000011456;MBA;0.42018
a0000494;2000494;   494 Virtus (1902 JV);494;Virtus;;N;N;9.1;100.786;0.065;0.731;JPL 34;2459000.5;59000;20200531;J2000;0.065021318;2.986591482;2.792399369;7.076842031;38.11331533;216.6210534;52.20969885;3.180783595;0.190959092;2458727.092;20190831.59;1885.220528;5.161452506;1.78204;693.5165068;3.6293E-08;1.171E-08;1.1204E-07;4.1111E-06;0.000028511;0.000040287;0.000028534;1.2472E-08;1.1231E-09;0.00014925;0.000011088;MBA;0.44038
a0000495;2000495;   495 Eulalia (1902 KG);495;Eulalia;;N;N;11;37.287;0.062;0.149;JPL 71;2459000.5;59000;20200531;J2000;0.128476677;2.487113234;2.16757719;2.278486803;186.4095701;207.7812657;356.3623282;2.806649277;0.251281628;2459014.976;20200614.48;1432.655477;3.922396925;1.17416;456.9478472;3.5151E-08;7.2973E-09;8.9134E-08;0.000003635;0.000096161;0.000097187;0.00001543;8.2348E-09;1.1059E-09;0.000061427;6.3052E-06;MBA;0.44971
a0000496;2000496;   496 Gryphia (1902 KH);496;Gryphia;;N;N;11.8;14.403;0.193;0.394;JPL 37;2459000.5;59000;20200531;J2000;0.079645242;2.198797025;2.023673303;3.791198833;207.5914693;258.9005774;330.1473512;2.373920747;0.302291797;2459099.254;20200906.75;1190.902311;3.260512828;1.04451;406.4919567;2.8212E-08;4.8928E-09;6.3017E-08;0.000004215;0.000044782;0.000052778;0.000029045;5.2825E-09;1.009E-09;0.000096196;0.000003975;MBA;0.40099
a0000497;2000497;   497 Iva (1902 KJ);497;Iva;;N;N;9.9;40.932;0.119;0.321;JPL 71;2459000.5;59000;20200531;J2000;0.300691732;2.850433918;1.993332007;4.821428986;6.305390608;3.526199487;168.8734702;3.707535828;0.20480361;2458175.937;20180226.44;1757.781513;4.812543498;0.992981;386.4384158;3.981E-08;1.0182E-08;1.1264E-07;4.6496E-06;0.000039044;0.000039512;9.9514E-06;1.3244E-08;1.0974E-09;0.000045163;9.4184E-06;MBA;0.36883
a0000498;2000498;   498 Tokio (1902 KU);498;Tokio;;N;N;8.9;81.83;0.0694;2.3;JPL 77;2459000.5;59000;20200531;J2000;0.222749433;2.652218235;2.061438126;9.496873278;97.21168997;241.7793975;137.4817315;3.242998343;0.228186627;2458398.003;20181006.5;1577.655994;4.319386705;1.07172;417.0812724;3.3358E-08;7.3848E-09;8.8267E-08;0.000003389;0.00002312;0.000024191;9.0025E-06;9.0297E-09;9.5304E-10;0.000038507;6.5892E-06;MBA;0.38708
a0000499;2000499;   499 Venusia (1902 KX);499;Venusia;;N;N;9.5;77.328;0.052;0.228;JPL 36;2459000.5;59000;20200531;J2000;0.216091284;4.006795631;3.14096202;2.092649023;256.2444087;174.8139541;321.5214737;4.872629243;0.122887663;2459313.62;20210409.12;2929.504802;8.020547028;2.15555;838.8753935;3.3011E-08;2.9572E-08;1.3958E-07;3.8202E-06;0.00012836;0.00012881;0.000012879;3.5963E-08;1.3605E-09;0.00010703;0.000032432;OMB;0.47249
a0000500;2000500;   500 Selinur (1903 LA);500;Selinur;;N;N;9.3;40.828;0.202;0.247;JPL 50;2459000.5;59000;20200531;J2000;0.143709657;2.612663047;2.237198137;9.781267428;289.8285909;74.75864719;9.607516334;2.988127956;0.233388241;2458959.335;20200419.83;1542.494169;4.223118874;1.25804;489.5914268;3.5645E-08;8.669E-09;9.4247E-08;4.4552E-06;0.000023489;0.000028316;0.000017135;9.9148E-09;1.1616E-09;0.000073347;7.6772E-06;MBA;0.40017
a0000501;2000501;   501 Urhixidur (1903 LB);501;Urhixidur;;N;N;9.4;74.457;0.052;0.628;JPL 78;2459000.5;59000;20200531;J2000;0.141249112;3.163722581;2.716849576;20.83435941;357.244931;356.1175427;85.13894787;3.610595585;0.175148524;2458514.404;20190130.9;2055.398419;5.62737418;1.71258;666.4847586;3.735E-08;1.1719E-08;1.2164E-07;4.0108E-06;0.000011464;0.000019391;0.000016061;1.3374E-08;9.7314E-10;0.000091389;0.00001142;MBA;0.32956
a0000502;2000502;   502 Sigune (1903 LC);502;Sigune;;N;N;10.8;15.805;0.178;1.158;JPL 36;2459000.5;59000;20200531;J2000;0.179893012;2.382181509;1.953643703;25.03464283;132.9616874;19.07026582;286.8841776;2.810719315;0.268066041;2459273.253;20210227.75;1342.952651;3.676803972;0.975693;379.7104448;3.9791E-08;7.3633E-09;9.5896E-08;4.7146E-06;0.00000993;0.000016444;0.000016166;8.6879E-09;1.2429E-09;0.000061071;6.2266E-06;MBA;0.38497
a0000503;2000503;   503 Evelyn (1903 LF);503;Evelyn;;N;N;9.3;81.68;0.0585;4.9;JPL 54;2459000.5;59000;20200531;J2000;0.176189824;2.722686478;2.242976827;5.010119046;68.89554466;41.76568285;45.62698265;3.202396129;0.21938535;2458792.524;20191105.02;1640.948225;4.49267139;1.2626;491.366042;3.1826E-08;7.4439E-09;8.7438E-08;3.8788E-06;0.00004269;0.000044213;0.000010995;8.7555E-09;8.9971E-10;0.000050029;6.7296E-06;MBA;0.45158
a0000504;2000504;   504 Cora (1902 LK);504;Cora;;N;N;10;30.438;0.239;0.298;JPL 38;2459000.5;59000;20200531;J2000;0.215072115;2.722605363;2.13704887;12.89823302;104.4755063;248.2442908;49.95027151;3.308161857;0.219395154;2458772.827;20191016.33;1640.874895;4.492470622;1.16894;454.9163798;3.9885E-08;8.2606E-09;1.0893E-07;3.9743E-06;0.000019129;0.000020742;9.0904E-06;1.0037E-08;9.985E-10;0.000041177;7.4678E-06;MBA;0.43547
a0000505;2000505;   505 Cava (1902 LL);505;Cava;;N;N;8.6;115;0.04;;JPL 98;2459000.5;59000;20200531;J2000;0.245193066;2.684062641;2.025949093;9.839507892;90.8693883;337.0308232;173.5933498;3.342176188;0.224137799;2458226.006;20180417.51;1606.154792;4.39741216;1.04428;406.4024476;3.7619E-08;7.3238E-09;1.0074E-07;4.1602E-06;0.000025555;0.000026827;9.2763E-06;9.1195E-09;9.1738E-10;0.000039776;6.5739E-06;MBA;0.4225
a0000506;2000506;   506 Marion (1903 LN);506;Marion;;N;N;8.9;105.94;0.0454;2.6;JPL 83;2459000.5;59000;20200531;J2000;0.147347233;3.039092646;2.591290754;17.00620818;312.9343028;145.8622147;78.74650799;3.486894537;0.186032218;2458577.205;20190403.7;1935.148672;5.298148315;1.62437;632.1560729;3.7632E-08;1.1727E-08;1.1284E-07;4.5535E-06;0.000013557;0.000020457;0.000014888;1.3455E-08;1.0768E-09;0.000079369;0.000011201;MBA;0.40738
a0000507;2000507;   507 Laodica (1903 LO);507;Laodica;;N;N;9.2;45.17;0.198;0.284;JPL 81;2459000.5;59000;20200531;J2000;0.100668573;3.154810023;2.837219799;9.498372786;293.430191;100.5042073;75.83188358;3.472400247;0.175891258;2458569.371;20190326.87;2046.719111;5.603611529;1.86402;725.4206634;3.8927E-08;1.4398E-08;1.2428E-07;4.2104E-06;0.000027361;0.000035083;0.000021536;1.5847E-08;1.2041E-09;0.00012252;0.000014011;MBA;0.42069
a0000508;2000508;   508 Princetonia (1903 LQ);508;Princetonia;;N;N;8.4;117.241;0.065;0.925;JPL 89;2459000.5;59000;20200531;J2000;0.008150033;3.162471257;3.136697013;13.33411068;44.20427795;202.9956639;262.5673223;3.188245501;0.175252488;2459556.456;20211207.96;2054.179105;5.624035881;2.1275;827.959175;3.5209E-08;1.3147E-08;1.0944E-07;4.0993E-06;0.000014749;0.00025661;0.00025764;1.3254E-08;1.0928E-09;0.0014711;0.000012809;MBA;0.40281
a0000509;2000509;   509 Iolanda (1903 LR);509;Iolanda;;N;N;8.4;51.892;0.253;0.718;JPL 83;2459000.5;59000;20200531;J2000;0.095756891;3.06302481;2.769719077;15.40874698;217.5260479;157.4303713;147.6627138;3.356330543;0.183856209;2458197.358;20180319.86;1958.051899;5.360853932;1.77864;692.1933288;3.3686E-08;1.0988E-08;1.0412E-07;4.1079E-06;0.000014835;0.000027128;0.000022684;1.2041E-08;9.8936E-10;0.00012278;0.000010537;MBA;0.44367
a0000510;2000510;   510 Mabella (1903 LT);510;Mabella;;N;N;9.8;60.45;0.062;0.777;JPL 81;2459000.5;59000;20200531;J2000;0.190517925;2.610666773;2.113287957;9.534506042;202.6960528;91.08358177;237.0199718;3.108045589;0.233655986;2459526.829;20211108.33;1540.726632;4.218279622;1.12389;437.3842713;3.3471E-08;7.3898E-09;8.7246E-08;3.0617E-06;0.000022816;0.00002415;9.6321E-06;8.7977E-09;9.9208E-10;0.000041805;6.5418E-06;MBA;0.45604
a0000511;2000511;   511 Davida (1903 LU);511;Davida;;N;N;6.3;270.327;0.076;1.045;JPL 91;2459000.5;59000;20200531;J2000;0.188146515;3.164757234;2.569319191;15.93904425;107.5953488;337.3575876;44.08407414;3.760195277;0.175062639;2458748.681;20190922.18;2056.406788;5.630134942;1.59296;619.9322432;2.6336E-08;6.3562E-09;8.4825E-08;3.1108E-06;9.9285E-06;0.000012235;8.0374E-06;7.5521E-09;5.274E-10;0.000045534;6.1952E-06;MBA;0.51677
a0000512;2000512;   512 Taurinensis (1903 LV);512;Taurinensis;;N;N;10.8;23.09;0.1772;1.4;JPL 68;2459000.5;59000;20200531;J2000;0.254017191;2.189676226;1.633460821;8.747940042;107.0286438;249.187721;335.3433862;2.74589163;0.304182496;2459081.559;20200820.06;1183.500052;3.24024655;0.653262;254.2299725;3.3166E-08;6.4261E-09;7.2396E-08;3.5842E-06;0.000025358;0.000026888;0.000013606;8.0585E-09;1.339E-09;0.000044954;5.2099E-06;MCA;0.43024
a0000513;2000513;   513 Centesima (1903 LY);513;Centesima;;N;N;9.5;48.805;0.089;0.663;JPL 49;2459000.5;59000;20200531;J2000;0.084180486;3.014668476;2.76089222;9.731441346;184.434787;225.9551152;51.00556919;3.268444733;0.188297578;2458729.623;20190903.12;1911.867393;5.234407647;1.78008;692.7537336;3.5337E-08;1.1106E-08;1.0841E-07;0.000003883;0.000022503;0.000031582;0.000021843;1.2041E-08;1.0405E-09;0.00011601;0.000010565;MBA;0.43453
a0000514;2000514;   514 Armida (1903 MB);514;Armida;;N;N;9.2;120.093;0.03;0.79;JPL 89;2459000.5;59000;20200531;J2000;0.037707444;3.046960723;2.932067622;3.881844851;268.5461648;109.6494719;309.3897171;3.161853823;0.185312105;2459273.608;20210228.11;1942.668556;5.318736635;1.93648;753.6199216;3.1251E-08;1.2584E-08;9.2957E-08;3.2009E-06;0.000053005;0.000071044;0.000048328;1.3059E-08;1.148E-09;0.00026134;0.000012035;MBA;0.47029
a0000515;2000515;   515 Athalia (1903 ME);515;Athalia;;N;N;10.8;41.19;0.039;0.146;JPL 38;2459000.5;59000;20200531;J2000;0.175692145;3.120856744;2.572546728;2.038477909;121.0914054;300.3011746;357.4314029;3.669166761;0.178769458;2459014.868;20200614.37;2013.766805;5.513393032;1.58623;617.3131291;3.5469E-08;1.2552E-08;1.1514E-07;3.6183E-06;0.00011472;0.0001152;0.000010694;1.4757E-08;1.0785E-09;0.000059848;0.000012149;MBA;0.45432
a0000516;2000516;   516 Amherstia (1903 MG);516;Amherstia;;N;N;8.2;65.144;0.202;0.38;JPL 84;2459000.5;59000;20200531;J2000;0.271887009;2.680938168;1.952025909;12.95919991;328.8015548;258.1911111;340.3112794;3.409850427;0.224529742;2459088.189;20200826.69;1603.351061;4.389735963;0.992334;386.1866228;4.2376E-08;7.6418E-09;1.1446E-07;4.2475E-06;0.000020227;0.000021751;0.000010962;9.7195E-09;9.6E-10;0.000048962;6.8553E-06;MBA;0.45651
a0000517;2000517;   517 Edith (1903 MH);517;Edith;;N;N;9.5;111.89;0.026;0.587;JPL 37;2459000.5;59000;20200531;J2000;0.179223504;3.155351731;2.589838538;3.228510361;273.8274224;143.2853559;286.7286519;3.720864924;0.175845965;2459417.179;20210721.68;2047.246293;5.605054874;1.60288;623.7928096;3.3886E-08;1.4969E-08;1.0464E-07;3.8248E-06;0.00007466;0.000075611;0.00001226;1.7652E-08;1.2513E-09;0.00007037;0.000014569;MBA;0.47239
a0000518;2000518;   518 Halawe (1903 MO);518;Halawe;;N;N;11;16.157;0.246;0.214;JPL 35;2459000.5;59000;20200531;J2000;0.228364876;2.532386732;1.954078549;6.726706364;203.9228408;117.3001296;3.94200991;3.110694915;0.244573292;2458984.382;20200514.88;1471.9514;4.0299833;0.952925;370.8498223;3.3483E-08;7.9537E-09;8.5108E-08;4.7457E-06;0.000026588;0.000029137;0.000013704;9.77E-09;1.1522E-09;0.000056001;6.9346E-06;MBA;0.47374
a0000519;2000519;   519 Sylvania (1903 MP);519;Sylvania;;N;N;9;40.078;0.246;0.314;JPL 33;2459000.5;59000;20200531;J2000;0.182930939;2.790712048;2.280204472;11.0118426;44.71353066;302.5729061;39.65188435;3.301219624;0.211412924;2458812.943;20191125.44;1702.828725;4.662090966;1.29683;504.6873311;3.7574E-08;9.8489E-09;1.0557E-07;4.4926E-06;0.000021893;0.000024852;0.000012453;1.1651E-08;1.1192E-09;0.000058691;9.0144E-06;MBA;0.44122
a0000520;2000520;   520 Franziska (1903 MV);520;Franziska;;N;N;10.6;25.261;0.147;0.188;JPL 32;2459000.5;59000;20200531;J2000;0.110235597;3.003574127;2.67247334;10.95979992;34.27987187;21.35714554;121.0634734;3.334674914;0.189341818;2458361.109;20180830.61;1901.32325;5.205539355;1.6865;656.335205;4.3795E-08;1.3097E-08;1.2994E-07;5.0569E-06;0.000022362;0.000031583;0.000022358;1.4541E-08;1.2384E-09;0.00011701;0.000012436;MBA;0.39975
a0000521;2000521;   521 Brixia (1904 NB);521;Brixia;;N;N;8.5;107.227;0.073;0.494;JPL 84;2459000.5;59000;20200531;J2000;0.279627213;2.744848631;1.977314258;10.59382702;89.64884044;315.9180193;253.1310942;3.512383004;0.216733715;2459493.589;20211006.09;1661.024454;4.547637108;1.00281;390.2635677;2.8995E-08;6.8474E-09;7.8235E-08;3.9738E-06;0.0000146;0.000016144;8.6881E-06;8.7621E-09;8.1101E-10;0.000041528;6.2155E-06;MBA;0.4351
a0000522;2000522;   522 Helga (1904 NC);522;Helga;;N;N;9;101.22;0.0388;3.5;JPL 112;2459000.5;59000;20200531;J2000;0.086345209;3.624663131;3.311690834;4.420097729;116.5705601;248.2494546;38.414267;3.937635427;0.142824463;2458731.539;20190905.04;2520.576613;6.900962663;2.31308;900.1813436;3.9956E-08;2.0729E-08;1.5378E-07;3.7268E-06;0.000054801;0.000058533;0.000020474;2.2519E-08;1.2252E-09;0.00014356;0.000021623;OMB;0.44952
a0000523;2000523;   523 Ada (1904 ND);523;Ada;;N;N;9.9;31.89;0.2512;1.5;JPL 32;2459000.5;59000;20200531;J2000;0.178529043;2.965350283;2.435949136;4.313127064;260.6192861;189.9837019;300.9720137;3.49475143;0.19301456;2459306.321;20210401.82;1865.144267;5.1064867;1.45265;565.3278005;3.5883E-08;1.1558E-08;1.0792E-07;0.000004004;0.000059407;0.00006061;0.000012633;1.3622E-08;1.1285E-09;0.000066175;0.000010905;MBA;0.47661
a0000524;2000524;   524 Fidelio (1904 NN);524;Fidelio;;N;N;9.9;65.527;0.048;0.957;JPL 79;2459000.5;59000;20200531;J2000;0.128563166;2.634173286;2.295515628;8.228993163;326.6839863;79.75734715;158.4562477;2.972830943;0.230535368;2458313.16;20180713.66;1561.582518;4.275379927;1.32178;514.3971226;3.3565E-08;8.1917E-09;8.7906E-08;3.9092E-06;0.000024989;0.000029515;0.000016969;9.2449E-09;1.0754E-09;0.000072525;7.2843E-06;MBA;0.42311
a0000525;2000525;   525 Adelaide (1908 EKa);525;Adelaide;;N;N;12.1;9.326;0.221;0.239;JPL 37;2459000.5;59000;20200531;J2000;0.103124212;2.24517431;2.013642479;5.994423549;203.3960684;264.263404;1.791228667;2.476706141;0.292973931;2458994.386;20200524.89;1228.778271;3.364211558;1.04078;405.0403526;3.2441E-08;5.1386E-09;7.4134E-08;3.6175E-06;0.000033332;0.000037947;0.000018116;5.6686E-09;1.0058E-09;0.000061833;4.2186E-06;MBA;0.42111
a0000526;2000526;   526 Jena (1904 NQ);526;Jena;;N;N;10.1;44.84;0.077;0.223;JPL 39;2459000.5;59000;20200531;J2000;0.13351966;3.120829716;2.704137593;2.173689348;137.76551;357.3869231;64.95601791;3.53752184;0.17877178;2458637.154;20190602.65;2013.740645;5.513321409;1.71814;668.6485438;3.187E-08;1.118E-08;9.8306E-08;3.6473E-06;0.000093302;0.000094228;0.000013629;1.2673E-08;9.6063E-10;0.000075692;0.000010821;MBA;0.46354
a0000527;2000527;   527 Euryanthe (1904 NR);527;Euryanthe;;N;N;10.4;52.627;0.039;0.36;JPL 37;2459000.5;59000;20200531;J2000;0.150482618;2.726006261;2.315789701;9.661476816;120.5041138;203.9764476;191.3418906;3.136222821;0.218984714;2459770.682;20220710.18;1643.950363;4.500890795;1.30673;508.5401141;3.2188E-08;9.5229E-09;8.7047E-08;3.6379E-06;0.000021534;0.000025228;0.000015195;1.0956E-08;1.1475E-09;0.000070711;8.6143E-06;MBA;0.41921
a0000528;2000528;   528 Rezia (1904 NS);528;Rezia;;N;N;9;91.966;0.046;0.361;JPL 48;2459000.5;59000;20200531;J2000;0.021171001;3.394206952;3.322348193;12.70834191;49.5343509;349.7645547;345.9689188;3.466065711;0.157614655;2459089.521;20200828.02;2284.051567;6.253392381;2.33161;907.3926637;4.2511E-08;1.833E-08;1.474E-07;4.7197E-06;0.000019999;0.00010158;0.0000999;1.8718E-08;1.2768E-09;0.00063384;0.000018502;OMB;0.4387
a0000529;2000529;   529 Preziosa (1904 NT);529;Preziosa;;N;N;10;32.01;0.1632;1.5;JPL 36;2459000.5;59000;20200531;J2000;0.096214465;3.015264475;2.725152416;11.0245468;65.20475681;333.0365015;202.9487119;3.305376533;0.188241753;2459834.806;20220912.31;1912.434384;5.235959983;1.73886;676.7121462;4.4565E-08;1.3545E-08;1.3358E-07;4.5803E-06;0.000022047;0.000031461;0.000024437;1.4848E-08;1.2684E-09;0.00013244;0.000012886;MBA;0.41663
a0000530;2000530;   530 Turandot (1904 NV);530;Turandot;;N;N;9.3;84.85;0.0472;2.6;JPL 34;2459000.5;59000;20200531;J2000;0.21924426;3.19045519;2.490966202;8.564251432;129.1073413;199.5015185;335.4492893;3.889944179;0.172951805;2459142.451;20201019.95;2081.504724;5.698849348;1.48141;576.5203297;3.386E-08;1.4701E-08;1.0985E-07;3.6915E-06;0.000027268;0.000028675;0.000011551;1.7924E-08;1.1954E-09;0.000067352;0.000014387;MBA;0.43754
a0000531;2000531;   531 Zerlina (1904 NW);531;Zerlina;;N;N;12;17.804;0.101;0.178;JPL 32;2459000.5;59000;20200531;J2000;0.197304391;2.785457048;2.235874141;33.99355096;197.7058621;57.93807941;315.8022175;3.335039955;0.212011479;2459208.969;20201225.47;1698.021269;4.648928869;1.3392;521.176464;3.5711E-08;1.1406E-08;1.0233E-07;4.5258E-06;6.5222E-06;0.000011876;0.000011001;1.3656E-08;1.3022E-09;0.000052395;0.000010429;MBA;0.40618
a0000532;2000532;   532 Herculina (1904 NY);532;Herculina;;N;N;5.9;167.791;0.285;0.89;JPL 106;2459000.5;59000;20200531;J2000;0.175779807;2.774642776;2.286916605;16.31595089;107.5298655;76.50307391;69.38906965;3.262368946;0.213252169;2458675.115;20190710.61;1688.142264;4.621881626;1.35461;527.1735737;2.6268E-08;4.372E-09;7.3055E-08;3.0302E-06;0.00001073;0.000014014;0.000010706;5.1405E-09;5.0403E-10;0.000049891;0.00000399;MBA;0.44971
a0000533;2000533;   533 Sara (1904 NZ);533;Sara;;N;N;9.7;30.819;0.252;0.43;JPL 41;2459000.5;59000;20200531;J2000;0.04498239;2.979388288;2.845368281;6.555667276;180.3159971;32.76876485;201.4952147;3.113408294;0.191652026;2459827.545;20220905.04;1878.404354;5.142790838;1.84246;717.0301582;4.1818E-08;1.2379E-08;1.2408E-07;0.000004769;0.000032448;0.000053971;0.000043913;1.2936E-08;1.1945E-09;0.00023039;0.000011707;MBA;0.46423
a0000534;2000534;   534 Nassovia (1904 OA);534;Nassovia;;N;N;9.7;32.333;0.213;0.322;JPL 39;2459000.5;59000;20200531;J2000;0.058785881;2.884406917;2.714844516;3.275106353;94.0925365;338.7573723;25.36539489;3.053969318;0.201195972;2458874.427;20200125.93;1789.300237;4.898837061;1.72994;673.2407498;3.9672E-08;1.0871E-08;1.1582E-07;4.2428E-06;0.000072805;0.000080826;0.000034189;1.151E-08;1.1374E-09;0.00017;0.000010115;MBA;0.42263
a0000535;2000535;   535 Montague (1904 OC);535;Montague;;N;N;9.4;79.299;0.054;0.978;JPL 59;2459000.5;59000;20200531;J2000;0.024077971;2.571099757;2.50919289;6.775770613;84.8014807;67.9024365;136.800144;2.633006623;0.239070331;2458428.283;20181105.78;1505.833026;4.122746134;1.52939;595.1927063;3.1631E-08;7.3473E-09;8.2241E-08;4.2619E-06;0.000029564;0.000097012;0.000091571;7.5243E-09;1.0248E-09;0.00038317;6.4548E-06;MBA;0.42448
